district,name,address,facility_type,Population
Kenema,Saama,Saama,CHP,609891
Kenema,Samai Town,"SAMAI TOWN, KENEMA                                ",CHP,609891
Kenema,Sarabu,"SARABU SECTION,BAOMA KOYA CHIELFDOM.              ",CHP,609891
Kenema,Sarabu,SARABU   SMALL BO,CHP,609891
Kenema,Torpkombu,TORKPOMBU,CHP,609891
Kenema,Yabaima,"yabaima, langrama                                 ",CHP,609891
Kenema,Bambara,BAMBARA ,MCHP,609891
Kenema,Bandawor,BANDAWOR,MCHP,609891
Kenema,Bendoma,"BENDOMA, MALEGOHUN                                ",MCHP,609891
Kenema,Bomie,"BOMIE, LOWER BAMBARA                              ",MCHP,609891
Kenema,Bongor,"UPER KOYA SECTION,BAOMA KOYA CHIEFDOM             ",MCHP,609891
Kenema,Burma,"GBO KAKAJAMA SECTION, KENEMA.                     ",MCHP,609891
Kenema,Degbuama,Fonikoh ,MCHP,609891
Kenema,Deima,DEIMA,MCHP,609891
Kenema,Deima,Deima,MCHP,609891
Kenema,Gbageima,"BUNDUYAMA SECTION,                                ",MCHP,609891
Kenema,Gbo Kakajama,"KAKAJAMA SECTION BY SHEIK SHEIK DRIVE, KENEMA     ",MCHP,609891
Kenema,Gbo Kakajama,"KALLAY STREET BY TEJAN STREET, KENEMA             ",MCHP,609891
Kenema,Gbo Lambayama,GBO LAMBAYAMA,MCHP,609891
Kenema,Gbo-Lambayama,"2 I.K MOHAMED STREET, BY HOTAGUA STREET, KENEMA   ",MCHP,609891
Kenema,Gelehun,gelehun ,MCHP,609891
Kenema,Gendema,"SONDHAI SECTION, GENDEMA WANDOR CHIEFDOM.         ",MCHP,609891
Kenema,Guala,korgay section ,MCHP,609891
Kenema,Helegombu,Helegombu,MCHP,609891
Kenema,Jao,JAO,MCHP,609891
Kenema,Kamboma,Kamboma ,MCHP,609891
Kenema,Kokoru, koKORU,MCHP,609891
Kenema,Komende Luyaima,KOMENDELUYAIMA ,MCHP,609891
Kenema,Konabu,Kanabu,MCHP,609891
Kenema,Kondebortihun,"GBO LAMAYAMA SECTION, KONDEBORTHUN KENEMA.        ",MCHP,609891
Kenema,Konjo,"konjo, lower bambara                              ",MCHP,609891
Kenema,Koyagema,"DAUDA TOWN, KOYAGBAMA SECTION, KENEMA             ",MCHP,609891
Kenema,Kpandebu,Nyawa,MCHP,609891
Kenema,Kpayama,Sinah Street ,MCHP,609891
Kenema,Kpayama,Kpayama 1,MCHP,609891
Kenema,Lango Town, Lango Town,MCHP,609891
Kenema,Leliema,leliema ,MCHP,609891
Kenema,London,"LONDON, SMALL BO                             ",MCHP,609891
Kenema,Loppa,LOPPA,MCHP,609891
Kenema,Majihun,MAJIHUN ,MCHP,609891
Kenema,Masaahun,"DAKPANA SECTION, NONGOWA CHIEFDOWM                ",MCHP,609891
Kenema,Mendekelema,MENDEKELEMA,MCHP,609891
Kenema,Niahun Buima,niahun BUIMA ,MCHP,609891
Kenema,Nyagbe - Bo,NYAGBE SMALL BO,MCHP,609891
Kenema,Nyandeyama,"NYANDEYAMA, GBO LAAMBAYAMA SECTION KENEMA.        ",MCHP,609891
Kenema,Panderu,KARGBADO KANBIOMA SECTION,MCHP,609891
Kenema,Patama,Patama,MCHP,609891
Kenema,Pelewahun,Pelewahun,MCHP,609891
Kenema,Perrie,Perrie,MCHP,609891
Kenema,Potehun,DGBANYA SECTION,MCHP,609891
Kenema,Sandaru Gaura,SANDARU GAURA,MCHP,609891
Kenema,Sandeyema,"SANDEYEMA, LOWER BABAMRA                          ",MCHP,609891
Kenema,Sembehun,SEMBEHUN GAURA ,MCHP,609891
Kenema,Sembeima,"sembeima, lower bambara                           ",MCHP,609891
Kenema,Semeiwabu,Semeiwabu,MCHP,609891
Kenema,Tawahun,TAWAHUN ,MCHP,609891
Kenema,Tikonko,TIKONKO ,MCHP,609891
Kenema,Vaahun,"KONA FOIYA SECTION, VAAHUN, KENEMA                ",MCHP,609891
Kenema,Venima," VENIMA, GAURA CHIEFDOM                           ",MCHP,609891
Kenema,Woyama,WOYAMA,MCHP,609891
Kenema,Sembehun,"BOLLEH SECTION,KANDU LEPPIAMA CHIFDOM.            ",MCHP,609891
Kenema,Sierra Leone Red Cross,Maxwell kobe Street,CLINIC,609891
Kenema,Friends For Life Clinic,"KPAYAMA SECTION, KENEMA                           ",CLINIC,609891
Kenema,Under Fives Clinic,KENEMA,CLINIC,609891
Kenema,African Muslim Agency Clinic,"GBO KAKAJAMA SECTION, KENEMA.                     ",CLINIC,609891
Kenema,Gao,GAO,MCHP,609891
Kenema,Dama Surgery,,HOSPITAL,609891
Kenema,Kornia Kpindema,KORNIA KPINDEMA,CHP,609891
Kenema,Sembehun,SEMBEHUN,MCHP,609891
Kenema,Sembehun,SEMBEHUN,CHC,609891
Kenema,Saama,GALLINAS PERRI ,MCHP,609891
Kenema,Baoma Koya,lower koya ,CHC,609891
Kenema,Geigbwema,Geigbwema,CHC,609891
Kenema,Joru,Joru ,CHC,609891
Kenema,Largo,Largo,CHC,609891
Kenema,Levuma,"KARGA SECTION,KANDU LEEPPYIAMA CHIFEDOM.          ",CHC,609891
Bonthe,Benduma,Benduma village,MCHP,200781
Bonthe,Yoni,YONI ,CHP,200781
Bonthe,Bonthe Government Hospital,BONTHE TOWN,HOSPITAL,200781
Bonthe,Mattru Ubc Hospital,Mattru,HOSPITAL,200781
Bonthe,Industrial Hospital  - Sierra Rutile,INDUSTRIAL HOSPITAL CLINIC ,HOSPITAL,200781
Bonthe,Gbap,Gbap Village ,CHC,200781
Bonthe,Mattru,Mattru Town,CHC,200781
Bonthe,Mogbwemo,Mogbwemo ,CHC,200781
Bonthe,Motuo,Motuo,CHC,200781
Bonthe,Tissana,TISSANA VILLAGE,CHC,200781
Bonthe,Gbongeh,Gbongeh Village,CHP,200781
Bonthe,Gbangbaia,Gbangbaia Town ,CHP,200781
Bonthe,Jangallor,Jangallor Village ,CHP,200781
Bonthe,Kabati,Kabati Village ,CHP,200781
Bonthe,Mammi,Maami,CHP,200781
Bonthe,Minah,MINAH VILLAGE,CHP,200781
Bonthe,Tei,TEI VILLAGE,CHP,200781
Bonthe,Toma Bum,Torma Bum,CHP,200781
Bonthe,Topan,To-pan Village ,CHP,200781
Bonthe,Yargoi,Yargoi Village ,CHP,200781
Bonthe,Jorma,JEORMA,CHP,200781
Bonthe,Gbaninga,Gbaninga Town,CHP,200781
Bonthe,Baoma Kpenge,Baoma Kpenge ,MCHP,200781
Bonthe,Delken,DELKEN VILLAGE ,MCHP,200781
Bonthe,Gambia Popayma,Gambia Popayma ,MCHP,200781
Bonthe,Gbamani,Gbamani Village,MCHP,200781
Bonthe,Junctionla,Junctionla Town,MCHP,200781
Bonthe,Kanga.,KANGA VILLAGE,MCHP,200781
Bonthe,Mandu,Mandu village,MCHP,200781
Bonthe,Mania,MANIA VILLAGE,MCHP,200781
Bonthe,Mbkie,MBOKIE TOWN,MCHP,200781
Bonthe,Mindohun,Mindohun,MCHP,200781
Bonthe,Mobefa,Mobefa,MCHP,200781
Bonthe,Mokaba,Mokaba,MCHP,200781
Bonthe,Mongerewa,Mongerewa Village ,MCHP,200781
Bonthe,Moyowa,MOYOWA Town,MCHP,200781
Bonthe,Ngepayhun,Ngepehun,MCHP,200781
Bonthe,Ngesehun,Ngesehun Town,MCHP,200781
Bonthe,Ngueh,Ngueh Town ,MCHP,200781
Bonthe,Semabu,Semabu,MCHP,200781
Bonthe,Senehun Gblo,Senehun Village.,MCHP,200781
Bonthe,Senjehun,Senjehun,MCHP,200781
Bonthe,Sogballeh,Sogballeh ,MCHP,200781
Bonthe,Taigbe,TAIGBE VILLAGE ,MCHP,200781
Bonthe,Victoria,Victoria Town,MCHP,200781
Bonthe,Saint Josseph'S Clinic,Bonthe town,CLINIC,200781
Bonthe,Gbangbama Clinic Chc,Gbamgbama,CLINIC,200781
Bonthe,Under Fives Clinic,Bonthe Island ,CLINIC,200781
Bonthe,Sl Red Cross Clinic,SL RED CROSS CLINIC,CLINIC,200781
Bonthe,York Island,York Island,CLINIC,200781
Bonthe,Tombay,tOMBAY VILLAGE ,CLINIC,200781
Bonthe,Maamu,MAAMU,MCHP,200781
Bonthe,Bonthe Government Hospital,MADINA ST,HOSPITAL,200781
Bonthe,Ubc Under Fives,MATTRU,MCHP,200781
Bonthe,Ngepay,NGEPAY,CHP,200781
Bonthe,Tissana,,CHP,200781
Bonthe,Tissana,Tissana ,MCHP,200781
Bonthe,Benduma,Benduma Town ,CHC,200781
Bonthe,Tihun,Tihun Town ,CHC,200781
Bonthe,Yoni,Yoni Town,CHC,200781
Bonthe,Gambia Town,Gambia Town,CHC,200781
Tonkolili,Foindu,Foindu,MCHP,514602
Tonkolili,Mamaka,Mamaka,CHP,514602
Tonkolili,Foindu, FOINDU,CHC,514602
Tonkolili,Mabang,MABANG,MCHP,514602
Tonkolili,Masumana,MASUMANA,CHP,514602
Tonkolili,Magburaku Government Hospital,MAGBURAKA,HOSPITAL,514602
Tonkolili,Masanga Leprosy Hospital,Masanga ,HOSPITAL,514602
Tonkolili,Lion Heart Hospital,47 WATER WORKS ROAD YELE TOWN,HOSPITAL,514602
Tonkolili,Bendugu,Bendugu ,CHC,514602
Tonkolili,Mabang,"MABANG VILLAGE, MABANG SECTION                    ",CHC,514602
Tonkolili,Manowo,MANOWO,CHC,514602
Tonkolili,Mathoir,OLD TOWN ROAD MATHOIR,CHC,514602
Tonkolili,Matotoka,Matotoka,CHC,514602
Tonkolili,Mabom,Mabom,CHP,514602
Tonkolili,Magbanabom,magbanabom ,CHP,514602
Tonkolili,Magbass,Magbass ,CHP,514602
Tonkolili,Mamansosanka,mamansosanka ,CHP,514602
Tonkolili,Mansumana,MANSUMANA,CHP,514602
Tonkolili,Masumbire,Masumbire,CHP,514602
Tonkolili,Mayepoh,MAYEPPOH VILLAGE,CHP,514602
Tonkolili,Rochen Malal,ROCHEN MALAL VILLAGE ,CHP,514602
Tonkolili,Bakeloko,YONI BAKELOKO,MCHP,514602
Tonkolili,Bassaia,Bassaia ,MCHP,514602
Tonkolili,Bathbana,BATHBANA VILLAGE,MCHP,514602
Tonkolili,Bonkababay,BONKABABAY VILLAGE,MCHP,514602
Tonkolili,Dankawalia,Dankawalia ,MCHP,514602
Tonkolili,Foindu,FOINDU VILLAGE ,MCHP,514602
Tonkolili,Fothaneh Bana,FOTHANEH BANA,MCHP,514602
Tonkolili,Fothaneh Junction,fothaneh junction ,MCHP,514602
Tonkolili,Kaimp Kakolo Mach,KAIMPKAKOLO VILLAGE,MCHP,514602
Tonkolili,Kamsepena,Kamasepena ,MCHP,514602
Tonkolili,Kathombo,Kathombo,MCHP,514602
Tonkolili,Kemedugu,Kemedugu,MCHP,514602
Tonkolili,Kholifaga,Kholifaga,MCHP,514602
Tonkolili,Kumrabai Station,KOLIFA MABANG,MCHP,514602
Tonkolili,Kumrabi Yoni,YONI KUMBRABAI ,MCHP,514602
Tonkolili,Kunya,Kunya,MCHP,514602
Tonkolili,Mabai,Mabai,MCHP,514602
Tonkolili,Mabarr Poli,MABARR POLI VILLAGE,MCHP,514602
Tonkolili,Mabineh,Mabineh ,MCHP,514602
Tonkolili,Maborie,Maborie ,MCHP,514602
Tonkolili,Maconteh Tama,Maconteh,MCHP,514602
Tonkolili,Macorbana,MALAL MARA ,MCHP,514602
Tonkolili,Macrogba,MACROGBA VILLAGE,MCHP,514602
Tonkolili,Mafay,MAFAY,MCHP,514602
Tonkolili,Mafulka,Mafulka ,MCHP,514602
Tonkolili,Magbaesa,MAGBAESA VILLAGE,MCHP,514602
Tonkolili,Magbafth,MAGBAFTH VILLAGE,MCHP,514602
Tonkolili,Magbantobana,MAGBANTOBANA ,MCHP,514602
Tonkolili,Magbassa Bana,MAGBASSIA BANA VILLAGE,MCHP,514602
Tonkolili,Magbossi,YONI MAGBOSIE,MCHP,514602
Tonkolili,Under Fives Clinic,MAGBORAKA,MCHP,514602
Tonkolili,Makelleh,MALOMPOR,MCHP,514602
Tonkolili,Makeni Rokfula,yoni Makeri,MCHP,514602
Tonkolili,Makona,Makona,MCHP,514602
Tonkolili,Makondu,MAKONDU VILLAGE,MCHP,514602
Tonkolili,Makonie Line,Makonie line ,MCHP,514602
Tonkolili,Makonkorie,MAKONKORIE VILLAGE,MCHP,514602
Tonkolili,Makonthaday,Mathonthaday ,MCHP,514602
Tonkolili,Makrugbe,MAKRUGBE,MCHP,514602
Tonkolili,Malone,Malone,MCHP,514602
Tonkolili,Mamaka,MAMAKA,MCHP,514602
Tonkolili,Mamansokafla,MANSOKAFLA ,MCHP,514602
Tonkolili,Mamuntha,Mamuntha,MCHP,514602
Tonkolili,Manannie,MANANIE VILLAGE YONI ,MCHP,514602
Tonkolili,Mangay Bana,MANGAY BANA,MCHP,514602
Tonkolili,Mapamurie,Mapamurie,MCHP,514602
Tonkolili,Maraka,MAKARA,MCHP,514602
Tonkolili,Marunia,MARUNIA VILLAGE BY KHOLIFA MABANG,MCHP,514602
Tonkolili,Masaba,Masaba,MCHP,514602
Tonkolili,Masanga,Masanga ,MCHP,514602
Tonkolili,Masankoro,MASANKORO,MCHP,514602
Tonkolili,Masengbeh,MASENGBEH,MCHP,514602
Tonkolili,Masiaka,Masiaka ,MCHP,514602
Tonkolili,Masiperr,MASIPERE VILLAGE GANDAMA SECTION,MCHP,514602
Tonkolili,Mosoko,Masoko,MCHP,514602
Tonkolili,Matawa,YONI MATAWA,MCHP,514602
Tonkolili,Mathamp,MATHAMP VILLAGE,MCHP,514602
Tonkolili,Mathinka Lol,KHOLIFA MABANG ,MCHP,514602
Tonkolili,Matholley,Matholley,MCHP,514602
Tonkolili,Mathonkara,Mathonkara ,MCHP,514602
Tonkolili,Matuflie,matuflie,MCHP,514602
Tonkolili,Mayasso,Mayasso ,MCHP,514602
Tonkolili,Mayorgbor,YONI MAYORGBOR ,MCHP,514602
Tonkolili,Mayossoh,Mayossoh,MCHP,514602
Tonkolili,Magboki Road,MAGBOKI ROAD ,MCHP,514602
Tonkolili,New Ferengbeia,New Ferengbeia ,MCHP,514602
Tonkolili,Nikikoro,Nikikoro,MCHP,514602
Tonkolili,Petifu Fulamasa,PETIFU FULAMASA VILLAGE ,MCHP,514602
Tonkolili,Petifu Line,Petifu Line,MCHP,514602
Tonkolili,Petifu Mandugu,Petifu Mandugu ,MCHP,514602
Tonkolili,Petifu Mayepoh,PATIFU MAYEPOH ,MCHP,514602
Tonkolili,Robarie,Yoni Malacho ,MCHP,514602
Tonkolili,Robina,ROBINA VILLAGE BY MALAL MARA ,MCHP,514602
Tonkolili,Rochen Kamandao,ROCHEN KAMANDAO VILLAGE ,MCHP,514602
Tonkolili,Rokimbi,ROKIMBI 2 ALONG BO HIGH WAY ROAD,MCHP,514602
Tonkolili,Ronietta,YONI RONIETTA,MCHP,514602
Tonkolili,Rorocks,YONI RORUKS,MCHP,514602
Tonkolili,Rosembeh,Rosembeh,MCHP,514602
Tonkolili,Wonkibor,wonkibor,MCHP,514602
Tonkolili,Yeben,YEBEN VILLAGE GBONKOLENKEN ,MCHP,514602
Tonkolili,Yonibana,STATION ROAD YONIBANA,MCHP,514602
Tonkolili,Our Lady Of Guadalupe,24 KOROMA STREET MILE 91,CLINIC,514602
Tonkolili,Mabai Junction,MABIA JUNCTION,MCHP,514602
Tonkolili,Masiaka,MASIAKA ,CHC,514602
Tonkolili,Bunbuna,Bumbuna ,CHC,514602
Tonkolili,Mabonto,Mabonto ,CHC,514602
Tonkolili,Makali,MAKALI,CHC,514602
Tonkolili,Masingbi,Masingbi,CHC,514602
Tonkolili,Hinistas,MILE 91 ,CHC,514602
Tonkolili,Yele,41 OLD BO ROAD YELE TOWN,CHC,514602
Kono,Yengema,"Yengeme Village, Bumprh Chiefdom, Bo District     ",MCHP,505174
Kono,Baoma,BAOMA,CHP,505174
Kono,Kpetema,KPETEME,MCHP,505174
Kono,Bumpeh,Bumpeh,CHP,505174
Kono,Kangama,kangama ,CHP,505174
Kono,Sandia,sandia,CHP,505174
Kono,Kpetema,Kpetema,CHC,505174
Kono,Torkpombu,TORKPOMBU ,MCHP,505174
Kono,Government Hospital,Koidu,HOSPITAL,505174
Kono,Baiama,Baiama,CHC,505174
Kono,Kainkordu,KAINKORDU,CHC,505174
Kono,Kimbadu,Kimbadu ,CHC,505174
Kono,Koaquima,KOAQUIMA,CHC,505174
Kono,Motema,MOTEMA,CHC,505174
Kono,Njagbema,NJAGBEMA,CHC,505174
Kono,Tombodu,Tombodu ,CHC,505174
Kono,Yengema,YENGEMA ,CHC,505174
Kono,Yormandu,YAMANDU,CHC,505174
Kono,Baoma,BAOMA,CHP,505174
Kono,Bumpeh,BUMPEH TOWN,CHP,505174
Kono,Condama,Condama ,CHP,505174
Kono,Febemdo,Febendu ,CHP,505174
Kono,Kamadu,Kamadu,CHP,505174
Kono,Massabendu,massabendu ,CHP,505174
Kono,Ngotown,ngotown,CHP,505174
Kono,Peyima,PEYIMA VILLAGE ,CHP,505174
Kono,Sandia,Sandia,CHP,505174
Kono,Sukudu,SUKUDU ,CHP,505174
Kono,Tefeya,TEFEYA ,CHP,505174
Kono,Woama,WOAMA,CHP,505174
Kono,Wordu,Wordu,CHP,505174
Kono,Bandasuma Fiama,BANDASUMA,MCHP,505174
Kono,Bangambaya,BANGAMBAYA,MCHP,505174
Kono,Bombodu,Bombodu ,MCHP,505174
Kono,Boroma,Boroma Town,MCHP,505174
Kono,Bunabu,Bunabu,MCHP,505174
Kono,Feuror,Feuror,MCHP,505174
Kono,Foakor,Foakor,MCHP,505174
Kono,Gbamandu,GBAMANDU,MCHP,505174
Kono,Gbampriadu,GBAMPRIADU VILLAGE,MCHP,505174
Kono,Gbangadu,GBANGADU,MCHP,505174
Kono,Gbeaya,Gbeaya,MCHP,505174
Kono,Gbetema,Gbetema ,MCHP,505174
Kono,Gbongongor,Gbongongor,MCHP,505174
Kono,Kamiendor,Kamiendor,MCHP,505174
Kono,Kanekor,KANEKOR ,MCHP,505174
Kono,Kensay,Kenay,MCHP,505174
Kono,Koakor,Koakor Town,MCHP,505174
Kono,Koardu,KOARDU,MCHP,505174
Kono,Kochero,KOCHERO ,MCHP,505174
Kono,Koeyor,koeyor,MCHP,505174
Kono,Koima,Koima,MCHP,505174
Kono,Koindu Kuttay,Koindu Kuttay,MCHP,505174
Kono,Kondeya,KONDEYA ,MCHP,505174
Kono,Kondewakor,Kondewakor ,MCHP,505174
Kono,Kongoifeh,Kongoifeh,MCHP,505174
Kono,Kpetema,kpetema ,MCHP,505174
Kono,Kundundu,KUNDUNDU,MCHP,505174
Kono,Kwangor,Kwangor ,MCHP,505174
Kono,Manjama,Manjama ,MCHP,505174
Kono,Masundu,MASUNDU,MCHP,505174
Kono,Mansundu,MANSUNDU VILLAGE,MCHP,505174
Kono,Ngaya,NGAYA VILLAGE,MCHP,505174
Kono,Njagbwema,NJAGBWEMA,MCHP,505174
Kono,Njagbwema,njagbwema,MCHP,505174
Kono,Peya,peya ,MCHP,505174
Kono,Quidadu,QUIDADU ,MCHP,505174
Kono,Saiama,Saiama,MCHP,505174
Kono,Samadu,samadu,MCHP,505174
Kono,Sambaya,SAMBAYA TOWN ,MCHP,505174
Kono,Samiquidu,samiquidu,MCHP,505174
Kono,Seidu,seidu,MCHP,505174
Kono,Senjekor,SENJEKOR,MCHP,505174
Kono,Simbakoro,SIMBAKORO ARMY BARRACKS KONO ,MCHP,505174
Kono,Sindadu,SINDADU ,MCHP,505174
Kono,Small Sefadu,SMALL SEFADU,MCHP,505174
Kono,Sukudu Soa,SUKUDU,MCHP,505174
Kono,Sunga,SUNGA,MCHP,505174
Kono,Tongorma,Tongorma,MCHP,505174
Kono,Torkpombu,Torkpombu,MCHP,505174
Kono,Walihun,walihun ,MCHP,505174
Kono,Yardu,yardu,MCHP,505174
Kono,Yekior,YEKIOR,MCHP,505174
Kono,Wellbody Clinic,Dorma Community,CLINIC,505174
Kono,Adama Matta Memorial Clinic,Jericho Road Ministries ,CLINIC,505174
Kono,Arab Clinic,Main kainkodu road,CLINIC,505174
Kono,Marie Stopes Clinic,Kaikodu Road ,CLINIC,505174
Kono,Umc Mitchener Memorial Clinic,jiama Nimikoro ,CLINIC,505174
Kono,White House Clinic,47 Suku Tamba Street ,CLINIC,505174
Kono,Jaiama Sewafeh Chc,JAIAMA SEWAFEH ,CHC,505174
Kono,Kangama,KANGAMA ,CHC,505174
Kono,Kayima,Kayima,CHC,505174
Kono,Komba Yendeh,KOMBAYENDEH,CHC,505174
Bombali,Kamakwie Wesleyan Hospital,SERLA LIMBA CHIEFDOM ,HOSPITAL,422960
Bombali,Makeni Government Hospita,Makama,HOSPITAL,422960
Bombali,Holy Spirit Catholic Hosp,Holy Spirit Road,HOSPITAL,422960
Bombali,City Garden,4 Arabic College Road,HOSPITAL,422960
Bombali,Stocco Lp/Tb Clinic,Stocco Road Makeni,HOSPITAL,422960
Bombali,Magbenteh Community Hospital,Magbenteh,HOSPITAL,422960
Bombali,Kamaranka,Ganti Kamaranka,CHC,422960
Bombali,Gbendenbu,Gbendenbu,CHC,422960
Bombali,Kagbaneh,kagbaneh,CHC,422960
Bombali,Kathanta Yimbo,SELLA LIMBA,CHC,422960
Bombali,Mapaki,Mapaki,CHC,422960
Bombali,Masongbo,masongbo,CHC,422960
Bombali,Panlap,PANLAP,CHC,422960
Bombali,Rokonta,Rokonta Village,CHC,422960
Bombali,Tambiama,TAMBIAMA,CHC,422960
Bombali,Tonko Maternity,Arabic College Road,CHP,422960
Bombali,Bumban,BUBAN COMMUNITY,CHP,422960
